ZIP Code (CMS),OP-18b Missing Flag,LA County Match Flag,ZIP Code (Census),Median Household Income ($),Income Quartile (1=Lowest),Ownership: Local Government,Ownership: State Government,Ownership: Proprietary,Ownership: Non-Profit Church,Ownership: Non-Profit Other,Ownership: Non-Profit Private
-4.258259696472203,0.0,-0.0,-4.258259450170535,-5.87798207668927,11.678769359598899,1.3471496442756106,0.8242079926429126,48.30007213240975,17.34998110921325,-75.0743316030118,57.60085804206237
7.8265068250673,0.0,-0.0,7.8265063723749275,15.447156031847847,-35.036308078796694,1.3471496442756106,0.8242079926429126,-110.40016487407942,17.34998110921325,9.15540629305022,57.60085804206237
-1.6678727603924384,0.0,-0.0,-1.6678726639211399,1.390992275280753,-11.678769359598899,1.3471496442756106,0.8242079926429126,48.30007213240975,17.34998110921325,-75.0743316030118,57.60085804206237
10.350188518157886,0.0,-0.0,10.350187919493438,17.631972442164212,-35.036308078796694,1.3471496442756106,0.8242079926429126,-110.40016487407942,17.34998110921325,9.15540629305022,57.60085804206237
10.405776220648868,0.0,-0.0,10.405775618769177,19.09746826084876,-35.036308078796694,1.3471496442756106,0.8242079926429126,-110.40016487407942,17.34998110921325,9.15540629305022,57.60085804206237
7.415157826634033,0.0,-0.0,7.415157397734466,-36.60032439430441,35.036308078796694,1.3471496442756106,0.8242079926429126,-110.40016487407942,17.34998110921325,9.15540629305022,57.60085804206237
-3.8691457790353287,0.0,-0.0,-3.869145555240369,-39.81201091143027,35.036308078796694,1.3471496442756106,0.8242079926429126,-110.40016487407942,17.34998110921325,9.15540629305022,57.60085804206237
-9.361210785144358,0.0,-0.0,-9.361210243683294,-0.14771439472987832,11.678769359598899,1.3471496442756106,0.8242079926429126,-110.40016487407942,17.34998110921325,9.15540629305022,57.60085804206237
-4.925312126363988,0.0,-0.0,-4.925311841479393,20.176768846337204,-35.036308078796694,1.3471496442756106,0.8242079926429126,48.30007213240975,17.34998110921325,9.15540629305022,-98.26028724822406
-9.083272272689447,0.0,-0.0,-9.083271747304602,4.328697571505081,-11.678769359598899,1.3471496442756106,0.8242079926429126,-110.40016487407942,17.34998110921325,9.15540629305022,57.60085804206237
-8.838686381729126,0.0,-0.0,-8.838685870491355,1.6585795353677877,-11.678769359598899,1.3471496442756106,0.8242079926429126,-110.40016487407942,17.34998110921325,9.15540629305022,57.60085804206237
10.361306058656083,0.0,-0.0,10.361305459348586,-3.5780743717118177,11.678769359598899,1.3471496442756106,0.8242079926429126,-110.40016487407942,17.34998110921325,9.15540629305022,57.60085804206237
